ID;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;L19;L20
7706;2;4;8;9;15;18;20;24;30;32;40;43;47;48;63;68;69;75;77;78
7707;5;8;12;13;16;18;20;33;36;45;47;54;55;57;59;60;65;70;71;74
7708;4;10;13;15;16;20;35;39;40;41;44;45;50;51;57;60;63;65;77;80
7709;6;9;10;15;21;22;29;36;40;49;51;54;58;60;62;65;67;68;69;71
7710;7;15;23;24;25;26;29;30;35;41;47;48;51;52;60;64;72;76;79;80
7711;6;10;16;19;22;30;34;36;38;39;45;46;48;53;54;67;68;69;71;73
7712;2;3;5;15;19;22;27;32;33;42;44;45;46;53;54;58;67;71;74;76
7713;2;6;9;12;14;21;22;28;30;33;36;40;43;47;48;53;66;73;74;78
7714;5;9;10;15;18;21;25;29;30;31;36;40;42;46;48;49;59;65;68;77
7715;1;6;8;21;22;27;28;30;37;40;42;49;54;57;59;60;62;66;72;78
7716;8;9;12;14;19;20;21;24;25;33;34;39;41;43;44;46;63;66;69;72
7717;1;5;6;16;18;20;22;27;30;32;38;39;44;48;54;58;60;67;70;75
7718;1;12;16;17;29;31;33;34;41;42;51;52;53;54;57;59;60;64;74;80
7719;7;8;11;14;15;16;17;23;27;32;34;39;49;52;54;59;62;63;71;77
7720;2;4;9;19;20;21;27;31;37;38;45;47;48;50;55;57;58;59;65;70
7721;5;9;11;24;27;28;30;35;36;39;42;48;49;50;52;59;61;66;67;68
7722;3;11;12;23;26;28;32;35;38;39;44;45;49;53;54;65;68;70;73;80
7723;2;4;8;18;22;30;32;41;42;43;44;46;51;53;54;59;64;67;69;71
7724;2;7;10;19;22;38;40;42;44;46;49;50;61;63;66;68;69;72;76;77
7725;2;8;10;14;21;24;26;28;31;35;36;47;49;53;54;57;58;59;70;79
7726;8;13;18;27;28;29;33;42;48;49;50;60;65;67;68;70;72;75;76;80
7727;1;7;9;19;26;28;30;45;47;52;53;55;58;62;67;69;70;76;78;80
7728;3;8;17;28;31;35;38;39;46;51;54;55;56;60;64;69;71;72;77;79
7729;10;12;13;14;19;25;30;35;38;44;52;54;55;57;62;64;65;67;70;79
7730;8;13;14;16;18;19;20;32;34;40;42;49;52;54;55;62;63;66;70;73
7731;5;6;8;12;14;30;31;32;33;37;41;43;44;50;60;62;65;70;77;79
7732;2;5;14;21;23;24;26;27;30;31;32;35;41;44;47;50;51;62;70;76
7733;1;7;8;11;13;15;16;22;24;34;35;40;44;49;56;65;66;72;78;79
7734;4;16;21;23;24;25;27;40;41;43;44;45;46;47;48;51;53;61;70;73
7735;5;9;12;13;25;28;30;34;35;37;48;49;50;59;61;63;65;67;70;73
7736;4;10;16;18;21;23;28;31;34;39;42;43;53;58;61;62;69;71;73;76
7737;3;6;9;10;12;13;14;17;26;31;33;36;38;41;45;60;61;62;68;75
7738;5;7;10;15;17;20;27;37;38;41;44;45;48;49;50;59;62;63;69;73
7739;3;8;15;18;24;25;28;31;32;36;37;42;44;47;48;53;57;63;65;74
7740;1;2;7;9;21;23;27;31;32;34;36;38;39;44;51;52;71;72;73;80
7741;1;2;13;17;24;28;29;36;37;41;42;43;45;47;49;56;65;67;69;74
7742;10;12;18;20;26;30;34;43;46;48;49;51;55;58;63;65;69;70;74;77
7743;3;11;19;25;26;29;30;32;34;35;38;41;44;54;55;58;59;65;75;76
7744;1;4;7;9;10;18;23;28;45;46;48;49;57;62;63;67;70;73;76;79
7745;3;11;12;19;20;24;25;27;32;45;46;48;53;56;61;63;74;75;76;77
7746;12;16;18;20;25;29;31;40;42;46;47;48;49;53;57;66;73;75;77;79
7747;6;13;16;20;28;30;31;33;34;36;38;40;49;51;59;63;65;68;69;78
7748;8;14;15;20;24;27;31;35;36;37;49;57;61;65;67;69;73;74;75;78
7749;2;3;5;6;7;8;10;23;26;27;30;37;51;52;57;64;65;69;71;75
7750;2;5;6;16;21;28;33;35;36;39;41;44;45;51;53;54;56;59;70;80
7751;2;3;9;14;20;23;26;27;29;30;32;37;44;48;53;64;66;70;72;75
7752;1;6;10;14;17;18;19;20;21;24;26;31;35;41;45;53;55;62;68;78
7753;1;4;11;13;18;23;31;32;39;43;44;47;48;50;54;62;64;71;73;80
7754;5;10;15;17;18;21;27;30;35;39;44;48;50;56;57;60;65;74;75;79
7755;2;5;10;18;21;23;24;26;29;39;40;43;45;46;51;60;61;62;70;78
7756;10;15;16;24;44;50;53;54;55;57;58;62;64;68;69;70;71;75;76;77
7757;1;4;6;9;16;22;26;29;31;32;33;36;41;49;61;63;73;74;75;76
7758;1;2;8;11;13;14;15;16;23;25;27;32;38;43;47;49;57;63;75;76
7759;6;9;10;15;23;24;31;32;33;36;41;46;47;52;56;61;64;68;69;72
7760;6;9;10;12;14;25;27;30;32;33;34;41;43;50;51;56;59;68;73;74
7761;6;7;8;11;18;20;24;25;31;45;48;50;51;53;61;67;69;72;75;80
7762;4;5;6;7;12;19;22;28;32;36;44;48;52;53;57;58;66;74;77;78
7763;3;5;6;8;9;13;14;19;26;31;34;41;42;50;54;59;63;67;73;77
7764;4;5;7;11;15;17;20;22;24;25;31;32;35;41;42;55;60;62;69;75
7765;1;6;11;12;13;15;19;27;28;31;34;35;40;43;49;51;52;64;66;71
7766;8;14;21;23;24;28;31;33;39;44;47;48;58;62;64;67;70;71;78;80
7767;5;8;15;24;31;35;37;39;40;42;47;51;57;58;63;68;70;75;76;78
7768;1;3;10;11;12;24;31;38;41;48;52;53;56;58;62;64;73;74;75;78
7769;2;6;9;13;17;21;29;44;50;53;54;56;58;59;65;66;70;71;72;76
7770;9;10;11;12;15;16;23;26;32;33;34;43;45;49;60;67;69;72;74;78
7771;4;9;17;18;22;23;25;27;30;31;32;37;44;51;52;55;66;70;71;72
7772;3;8;16;18;25;26;29;38;41;44;51;54;57;64;66;69;71;76;77;79
7773;6;7;16;22;24;26;28;35;37;43;46;54;55;58;69;70;71;73;77;79
7774;4;5;6;10;11;20;23;25;27;28;30;31;37;39;41;53;55;57;70;71
7775;5;7;10;14;15;19;28;30;36;37;38;45;52;57;58;66;67;72;75;76
7776;4;6;8;9;10;22;25;34;36;37;40;42;44;47;49;51;58;63;70;73
7777;7;8;9;10;14;22;23;26;27;29;30;32;48;55;57;58;62;65;67;75
7778;2;5;8;13;15;22;24;38;41;43;50;56;60;62;64;67;72;74;75;77
7779;1;6;13;14;19;21;24;25;30;33;38;44;47;49;54;56;57;63;77;80
7780;2;5;7;10;15;21;26;27;34;36;43;47;50;52;59;68;72;74;76;77
7781;12;14;17;21;23;27;33;34;35;38;53;57;58;63;64;66;69;70;74;75
7782;2;4;6;9;17;20;21;30;31;34;36;37;41;49;60;66;67;68;69;78
7783;1;17;18;25;27;30;32;35;36;37;41;48;55;58;59;64;69;71;72;77
7784;10;12;14;16;19;20;21;24;29;36;43;46;52;53;55;56;61;63;64;79
7785;2;6;7;14;20;21;22;26;35;43;44;46;47;50;59;60;63;64;72;76
7786;7;9;10;11;12;15;18;24;25;39;44;51;54;55;56;57;60;66;74;77
7787;3;9;14;15;22;30;39;40;50;52;55;56;59;60;68;69;71;75;79;80
7788;1;15;17;18;19;22;23;25;27;36;39;51;53;54;56;60;61;62;69;74
7789;2;4;8;16;21;25;27;31;40;45;47;52;54;56;59;62;69;71;73;77
7790;2;7;17;21;22;23;25;28;29;31;35;36;42;43;60;61;62;65;66;72
7791;1;8;13;18;20;22;23;25;27;28;37;42;56;58;61;67;68;69;70;75
7792;2;3;6;9;17;31;34;38;41;43;46;53;59;60;61;63;65;68;75;80
7793;7;14;15;16;20;23;25;33;34;37;40;41;46;55;56;58;60;63;75;78
7794;6;8;9;18;20;22;24;31;32;35;43;48;52;54;58;66;73;74;77;80
7795;15;20;24;30;35;37;39;42;43;46;51;53;60;62;64;69;72;75;76;78
7796;13;18;21;24;30;31;32;40;41;43;45;51;54;55;67;68;71;75;76;78
7797;5;9;21;23;25;27;29;30;41;42;55;57;58;60;61;64;65;66;73;75
7798;1;2;3;4;11;15;24;26;33;36;37;40;45;50;53;57;58;65;73;74
7799;1;5;7;22;24;27;28;31;32;35;37;44;51;53;54;55;59;66;74;76
7800;3;16;17;18;30;31;33;35;40;48;51;52;53;54;58;59;60;62;72;76
7801;2;6;12;14;18;20;21;32;37;42;47;48;52;57;58;59;65;70;72;75
7802;2;14;16;21;23;26;28;38;40;41;46;51;55;58;59;60;66;68;72;76
7803;4;13;14;16;18;19;24;25;28;31;37;39;45;53;56;57;59;75;76;80
7804;5;21;24;27;31;33;42;44;45;46;48;49;52;55;61;66;67;69;77;78
7805;2;5;9;15;29;33;35;36;37;38;42;46;47;53;64;67;68;71;79;80
7806;3;5;8;12;14;15;21;23;37;39;41;42;46;60;65;68;71;72;76;78
7807;2;7;10;12;22;23;27;35;36;43;47;49;55;60;62;65;69;73;74;80
7808;2;10;11;16;18;22;23;25;28;31;36;38;51;52;60;64;68;72;78;79
7809;8;9;10;11;13;17;20;26;32;38;40;45;46;48;49;52;56;67;72;79
7810;1;2;5;6;13;15;19;22;29;30;36;37;39;42;46;48;49;60;66;78
7811;2;4;16;18;27;29;32;36;41;42;46;51;52;53;55;58;59;64;69;79
7812;3;10;22;25;26;30;34;38;44;47;52;56;57;66;67;69;73;74;75;76
7813;6;8;11;12;19;23;29;32;39;47;48;50;54;61;62;65;66;69;70;74
7814;2;9;10;12;13;15;17;19;23;24;26;46;47;50;63;67;69;74;75;76
7815;11;17;20;21;26;28;32;39;43;47;49;55;61;62;63;65;70;73;77;80
7816;4;9;20;21;23;28;32;33;34;37;39;47;50;57;61;62;68;75;78;79
7817;1;8;10;11;16;22;29;33;34;42;43;44;45;53;56;66;68;73;74;80
7818;2;3;6;7;8;12;19;22;24;27;28;32;35;36;54;55;60;63;64;74
7819;2;5;9;11;16;17;22;23;27;28;36;39;40;43;51;65;70;75;76;80
7820;5;9;11;17;20;24;28;30;35;41;43;49;50;52;56;59;69;72;75;77
7821;1;7;11;17;24;28;29;36;42;45;48;50;54;55;56;60;62;68;73;74
7822;1;3;4;11;13;21;23;24;25;26;27;34;59;60;69;70;74;76;77;79
7823;2;3;6;7;8;9;18;19;21;23;26;29;31;51;55;62;63;73;75;78
7824;1;3;4;10;11;12;13;17;19;22;23;35;36;39;41;48;57;63;66;76
7825;1;7;10;14;22;33;34;35;37;38;40;46;55;61;69;70;71;73;75;79
7826;3;4;9;10;11;20;27;30;32;37;40;43;46;49;52;54;57;63;70;76
7827;4;7;10;13;14;15;17;18;22;25;28;30;35;37;45;49;54;61;64;73
7828;6;12;16;20;21;22;24;25;26;43;44;45;51;54;58;65;66;68;73;78
7829;3;4;7;14;15;21;27;33;35;39;42;44;48;49;53;54;57;63;67;70
7830;2;8;9;13;14;32;33;41;42;48;49;50;62;64;65;69;72;75;78;80
7831;10;15;21;23;30;31;33;35;39;44;46;47;50;51;54;57;61;62;69;74
7832;1;10;19;23;25;34;35;41;42;43;53;55;56;61;62;63;64;75;77;80
7833;2;7;11;13;15;19;22;23;26;30;32;35;37;43;55;67;76;77;78;79
7834;3;4;7;8;14;17;22;27;36;42;47;48;53;55;60;61;63;68;74;79
7835;11;12;13;14;27;28;32;42;44;45;50;51;52;57;61;62;63;71;72;74
7836;2;10;12;18;20;22;31;34;35;37;44;46;48;57;60;63;67;73;75;76
7837;6;10;14;15;22;27;28;44;45;51;52;53;64;65;66;68;69;76;77;79
7838;2;5;13;19;20;24;33;36;40;41;45;50;52;56;57;59;64;65;79;80
7839;1;5;21;26;30;32;38;43;44;52;53;54;59;60;62;63;64;65;68;80
7840;3;4;5;8;9;12;19;25;35;42;46;48;54;56;58;59;60;71;75;80
7841;7;12;20;33;38;41;44;46;48;55;58;59;66;69;70;73;75;76;77;80
7842;1;4;7;11;27;32;35;36;37;39;47;48;50;53;56;64;68;72;73;76
7843;4;6;11;14;15;20;21;23;24;25;30;43;59;61;65;70;71;72;74;79
7844;2;3;4;6;10;18;21;22;28;29;31;36;40;41;53;56;57;66;69;71
7845;1;6;8;16;20;26;27;28;37;41;43;48;52;54;55;56;58;65;70;74
7846;1;2;5;6;14;15;17;23;29;34;38;40;43;44;53;58;61;70;75;79
7847;1;2;6;14;17;31;32;34;38;45;46;47;54;55;62;63;64;65;74;77
7848;1;8;13;22;25;27;35;36;38;40;41;42;46;47;48;59;61;65;66;79
7849;4;11;12;17;24;26;28;31;41;42;44;47;53;57;59;64;66;67;77;79
7850;2;7;10;13;14;17;18;30;31;32;33;37;38;49;51;56;57;58;75;76
7851;4;7;8;13;14;19;23;25;28;32;36;43;44;53;55;64;66;74;76;80
7852;4;17;18;25;26;28;30;34;45;51;55;57;58;60;61;63;67;71;74;77
7853;16;17;19;23;25;27;31;36;40;42;43;45;47;49;57;60;65;68;69;79
7854;1;9;13;17;22;24;44;45;48;49;51;52;59;61;62;64;66;69;71;75
7855;6;7;18;19;25;32;34;37;39;40;41;48;54;58;61;63;67;69;70;74
7856;16;17;20;25;27;29;31;32;34;38;47;49;51;61;65;67;76;77;78;79
7857;7;8;12;14;18;20;21;25;26;29;46;49;50;62;63;65;66;67;71;78
7858;1;11;15;20;28;38;42;44;45;49;50;51;54;55;70;71;72;77;79;80
7859;1;4;8;12;14;17;22;29;31;35;37;41;42;46;48;51;60;69;70;72
7860;5;7;11;26;27;33;36;38;43;47;52;53;57;58;61;70;73;77;79;80
7861;1;4;7;8;9;11;15;19;24;25;28;30;31;33;35;36;39;43;56;58
7862;1;2;3;4;5;8;16;17;19;29;31;34;36;40;43;46;48;51;72;76
7863;2;4;6;12;21;25;28;32;37;42;50;58;60;62;64;67;68;73;79;80
7864;2;5;7;17;19;24;26;34;36;39;40;42;45;46;49;58;61;67;69;76
7865;2;8;9;13;15;23;26;28;33;35;45;46;56;58;60;62;67;71;75;80
7866;2;7;15;22;31;35;36;45;47;52;56;60;66;68;71;72;73;76;77;80
7867;15;16;22;24;28;30;32;36;40;44;52;53;54;56;57;58;64;66;68;75
7868;6;14;16;25;27;28;31;35;39;44;47;49;51;55;62;64;66;73;75;78
7869;13;20;24;27;28;34;35;40;41;43;50;52;53;56;59;66;68;74;76;79
7870;1;8;9;14;27;32;33;34;38;41;52;54;61;65;68;70;71;72;75;79
7871;4;13;14;19;21;27;37;38;39;45;48;50;53;60;62;63;68;71;73;79
7872;2;8;14;19;24;25;42;50;53;56;57;63;64;66;68;72;73;74;77;78
7873;10;12;17;19;27;29;33;39;40;41;43;52;58;68;69;70;72;73;76;77
7874;5;8;15;16;18;19;22;23;24;27;36;37;39;42;46;50;52;63;65;76
7875;4;11;14;19;22;27;28;29;30;31;41;45;49;57;61;62;65;66;71;76
7876;5;12;14;17;22;29;30;35;37;38;46;48;54;55;56;60;62;70;76;80
7877;1;16;20;31;32;35;37;39;46;48;53;59;60;70;72;74;75;77;79;80
7878;7;9;13;15;19;25;26;28;29;37;40;48;54;56;59;66;68;70;71;73
7879;5;7;8;9;15;18;23;36;37;39;40;43;46;53;56;57;60;66;74;78
7880;3;5;12;14;15;20;22;35;37;39;45;50;52;55;61;66;70;72;76;80
7881;1;2;4;10;16;25;30;33;35;37;38;40;42;43;44;48;60;61;63;72
7882;5;9;18;19;21;29;39;46;47;48;49;52;53;59;62;66;73;74;77;78
7883;1;4;9;10;12;17;18;27;28;34;35;43;55;56;61;66;69;75;77;78
7884;1;2;6;8;12;16;23;29;33;42;44;56;59;62;64;71;72;75;78;80
7885;5;14;17;18;19;24;34;40;43;44;48;49;52;53;56;59;69;72;73;75
7886;4;5;6;9;17;31;33;38;44;47;51;53;55;56;64;66;72;74;75;77
7887;2;5;7;12;14;20;24;30;31;32;36;38;39;53;54;61;62;65;66;74
7888;3;4;5;6;7;9;22;23;25;32;38;43;45;50;52;56;65;68;71;73
7889;5;10;15;19;20;23;26;27;32;33;35;40;44;45;52;60;63;64;65;69
7890;9;11;14;16;17;25;29;32;38;47;49;54;57;65;67;68;69;74;78;80
7891;2;3;6;13;14;22;27;28;31;42;49;50;56;58;59;60;62;69;72;77
7892;2;4;18;19;25;26;29;30;35;38;39;50;53;54;59;69;70;76;79;80
7893;2;11;17;24;25;28;38;39;48;50;53;57;58;62;65;67;68;70;75;78
7894;1;4;5;6;10;11;12;17;21;22;23;34;37;53;57;59;70;71;76;79
7895;3;6;8;14;20;23;24;26;28;30;37;46;48;49;51;55;58;63;65;78
7896;11;12;13;17;25;26;37;38;39;46;49;51;53;56;64;66;68;75;78;79
7897;7;14;20;22;29;30;33;35;36;41;45;51;53;60;65;67;68;71;75;80
7898;7;8;13;14;18;21;22;26;27;37;38;54;56;57;59;61;62;63;73;77
7899;2;12;14;15;22;25;28;29;40;42;46;49;53;58;61;63;64;65;66;69
7900;8;9;10;14;21;22;37;39;41;51;56;59;61;63;65;66;69;72;78;80
7901;2;3;5;7;9;14;19;28;29;30;37;47;48;50;61;64;68;71;72;75
7902;1;3;6;7;14;17;20;25;27;28;31;42;43;49;51;54;57;61;65;66
7903;3;7;11;15;16;29;33;34;39;44;45;46;48;61;66;67;72;74;77;78
7904;2;8;9;15;22;26;28;31;37;43;45;46;53;54;56;58;62;66;69;70
7905;1;3;10;13;21;23;24;26;29;32;44;45;50;52;53;55;60;69;70;78
7906;6;13;20;21;22;25;26;27;28;29;38;41;42;44;52;54;55;76;79;80
7907;5;8;10;12;13;20;21;26;30;32;45;50;53;54;58;61;73;75;78;80
7908;1;2;7;8;21;29;30;32;33;41;43;46;52;53;54;59;67;71;72;73
7909;2;7;31;37;38;39;42;43;50;54;61;62;66;70;71;73;75;77;78;79
7910;4;6;11;16;20;21;33;35;45;51;52;54;56;62;63;68;74;76;78;80
7911;3;5;14;15;20;23;26;28;29;34;36;37;48;50;52;54;55;57;73;79
7912;4;12;13;14;17;19;26;28;44;46;47;52;53;55;57;59;68;71;76;78
7913;3;4;5;15;16;17;21;36;41;42;45;47;48;49;52;54;55;58;68;73
7914;4;8;9;11;17;20;35;36;40;44;46;50;51;54;55;61;63;72;76;78
7915;1;4;6;8;9;19;23;34;38;40;45;46;47;48;57;59;63;65;66;70
7916;1;7;8;10;12;13;15;16;18;24;25;30;35;47;48;62;67;69;73;75
7917;3;5;9;10;11;19;22;27;30;33;46;49;56;57;62;65;67;71;79;80
7918;5;15;20;21;30;35;37;42;49;50;53;59;62;65;66;68;69;71;74;80
7919;4;8;12;17;19;22;30;33;34;35;37;40;43;45;46;48;63;69;72;77
7920;2;3;7;10;12;15;25;26;27;28;33;35;51;63;64;65;67;71;72;79
7921;3;4;8;9;12;20;22;34;37;50;51;53;56;59;70;73;76;77;78;80
7922;1;10;12;16;26;33;39;40;41;45;46;49;52;55;56;61;65;67;69;70
7923;3;4;6;12;19;31;33;46;48;55;60;66;67;68;70;71;76;77;79;80
7924;2;3;5;9;23;28;29;38;39;45;52;53;59;64;65;66;73;74;77;80
7925;2;11;12;14;20;25;28;29;34;39;41;46;56;57;62;63;64;69;70;76
7926;5;7;9;13;29;36;39;40;41;43;48;56;57;62;66;73;74;75;76;77
7927;3;4;6;7;13;16;18;23;25;28;30;33;41;51;55;57;58;64;65;76
7928;6;7;8;13;15;18;19;26;39;44;47;51;53;61;65;66;67;69;70;76
7929;6;8;11;14;15;25;26;31;32;34;35;55;58;62;64;65;75;76;78;80
7930;1;4;11;12;15;20;21;23;26;27;35;37;46;54;63;67;72;74;75;79
7931;1;4;5;10;14;15;19;20;28;39;42;54;56;62;63;67;69;72;75;76
7932;5;7;8;14;23;26;27;30;34;36;38;39;40;41;46;56;60;62;69;71
7933;2;10;15;23;24;31;34;35;38;40;41;43;45;53;57;62;64;68;71;77
7934;8;12;19;20;21;31;32;33;35;41;45;55;58;60;61;62;64;70;76;79
7935;1;5;6;7;9;10;11;21;28;35;36;40;41;52;59;66;67;73;77;78
7936;4;10;12;14;16;17;31;32;42;45;48;52;53;55;57;58;63;69;73;75
7937;3;5;8;10;11;12;13;16;30;35;38;41;45;46;52;53;58;65;69;78
7938;3;7;10;12;14;15;22;24;28;31;32;37;41;49;56;57;68;69;71;73
7939;1;6;12;13;17;19;22;28;29;35;38;39;45;53;55;60;62;64;75;79
7940;5;6;10;13;20;30;33;37;38;40;41;49;50;55;60;65;66;72;77;79
7941;3;5;6;10;11;13;17;21;27;29;30;33;36;40;43;46;52;55;59;63
7942;19;20;21;24;25;29;33;34;35;44;45;47;49;60;68;69;72;74;78;80
7943;6;11;18;25;29;33;35;42;43;44;52;53;54;61;68;69;73;74;76;80
7944;2;3;8;12;21;22;23;31;35;36;46;52;53;56;58;59;62;68;79;80
7945;4;6;7;10;12;22;23;25;27;39;40;45;51;53;59;60;61;72;75;76
7946;3;4;8;15;17;21;26;27;28;29;31;34;35;39;63;65;75;76;78;79
7947;2;3;5;9;12;13;16;17;29;30;35;43;44;46;53;56;65;66;75;79
7948;1;3;11;12;16;19;36;39;43;45;47;55;58;59;60;67;68;70;71;76
7949;3;4;7;10;12;17;26;27;39;42;47;48;49;50;60;62;66;73;74;80
7950;1;3;7;8;18;22;34;35;37;39;45;54;55;60;64;67;69;74;75;80
7951;5;8;10;15;24;25;28;30;33;34;40;48;53;54;61;65;75;77;78;80
7952;1;4;7;9;10;12;15;16;22;34;43;48;57;61;69;70;72;76;78;79
7953;5;6;10;12;13;16;17;21;23;24;26;40;49;50;59;62;63;67;71;78
7954;2;3;8;11;14;15;21;22;31;41;44;45;49;52;58;63;64;65;77;80
7955;5;7;10;27;28;32;34;38;40;43;49;53;64;65;67;68;69;70;71;78
7956;1;4;5;7;26;27;30;35;36;37;38;44;47;52;57;61;68;69;73;75
7957;4;17;18;20;21;25;28;29;38;40;41;44;47;51;62;65;66;69;71;75
7958;2;5;13;15;16;19;24;39;41;42;51;53;54;56;57;58;60;62;63;76
7959;2;7;20;21;22;24;30;34;35;39;40;41;50;59;60;62;63;68;71;74
7960;5;11;14;16;21;22;23;34;35;42;48;50;54;55;59;62;69;70;72;73
7961;1;2;3;4;11;13;24;26;37;44;45;47;58;61;65;66;67;70;73;76
7962;6;12;16;23;25;28;32;36;38;43;45;49;52;55;60;62;68;71;75;77
7963;5;7;8;10;22;26;27;36;38;39;46;51;53;61;62;65;69;71;75;79
7964;7;13;14;15;29;31;34;35;41;46;47;49;56;57;60;65;68;69;73;75
7965;6;9;13;15;16;17;19;26;30;32;35;36;44;46;50;65;66;71;73;77
7966;2;3;6;10;11;31;32;34;36;40;43;44;50;51;52;60;62;63;74;76
7967;2;9;13;22;25;26;29;30;35;37;42;52;54;56;61;65;70;73;76;77
7968;2;4;5;10;14;18;24;25;26;29;34;40;44;47;49;50;55;57;70;75
7969;1;2;13;17;27;29;32;37;41;44;50;51;52;55;61;62;64;68;72;77
7970;3;4;6;7;8;20;24;26;29;32;34;39;51;58;62;65;68;71;76;77
7971;1;5;13;20;23;25;28;31;37;53;57;58;59;60;69;70;72;75;78;79
7972;9;10;12;14;18;22;27;33;34;35;46;50;52;55;59;71;72;76;77;80
7973;1;2;3;5;8;10;11;18;28;31;32;34;35;42;56;66;70;74;78;80
7974;3;6;9;12;13;15;20;31;33;35;39;42;43;45;46;56;59;69;71;77
7975;2;6;12;14;19;24;34;38;39;44;46;47;48;49;56;63;66;69;74;77
7976;3;4;13;23;26;29;31;42;45;46;51;53;57;59;61;62;63;67;78;79
7977;15;16;20;22;25;26;32;36;43;44;53;54;57;65;66;69;70;71;74;76
7978;4;12;15;16;19;29;33;34;38;39;44;45;46;47;51;52;59;67;68;70
7979;8;10;26;32;36;39;47;48;49;50;57;59;61;62;64;65;67;72;75;76
7980;8;9;12;14;18;24;28;35;37;41;50;51;55;59;62;65;69;72;76;77
7981;1;3;10;11;14;23;29;30;35;39;40;44;52;57;60;61;63;66;67;70
7982;6;10;13;19;20;23;30;33;37;47;48;51;54;55;57;59;61;63;72;77
7983;2;6;8;10;11;13;16;21;25;29;37;50;51;54;59;60;68;70;76;80
7984;4;9;10;18;19;22;26;30;50;52;53;61;62;63;64;65;68;70;75;77
7985;6;9;10;20;22;25;29;31;33;34;42;44;50;56;57;61;65;68;74;77
7986;4;7;13;15;20;25;32;33;35;41;43;48;50;63;64;66;75;78;79;80
7987;7;9;22;23;24;31;33;36;39;46;48;52;55;60;62;63;67;70;75;77
7988;6;12;22;24;25;27;29;33;45;46;47;50;51;52;56;63;66;71;72;74
7989;1;3;5;8;17;33;36;38;39;40;42;43;49;51;57;64;68;71;79;80
7990;4;10;11;12;17;19;21;24;26;30;32;37;42;46;58;69;72;77;78;80
7991;5;10;11;12;15;16;24;31;33;37;40;42;43;44;49;61;62;64;68;79
7992;8;13;19;21;22;23;29;33;41;42;49;50;59;60;62;63;64;66;73;78
7993;1;5;6;11;13;15;16;19;32;43;49;52;53;55;65;70;73;75;76;77
7994;4;5;12;17;20;22;26;27;28;30;35;43;44;48;49;53;56;66;70;73
7995;1;6;8;12;26;27;30;31;36;37;44;48;51;55;56;58;61;63;77;79
7996;8;11;12;15;22;26;29;31;37;39;44;48;50;53;63;64;69;74;77;79
7997;3;9;18;20;24;25;26;29;30;33;34;35;46;48;49;54;56;60;61;73
7998;12;13;19;20;21;23;26;27;29;30;47;52;57;58;62;63;68;75;78;80
7999;2;8;9;19;20;30;35;36;42;43;45;52;54;57;63;65;68;70;73;77
8000;2;3;5;10;13;19;22;24;25;34;39;41;47;52;54;55;60;61;66;67
8001;3;11;17;22;25;26;31;36;38;40;43;52;53;59;60;61;64;66;73;79
8002;9;10;12;21;30;34;36;38;47;50;55;58;63;65;68;70;72;73;78;80
8003;7;10;17;23;24;27;29;34;36;37;39;41;45;63;64;67;71;72;76;77
8004;1;5;10;12;13;19;22;23;35;37;49;50;51;56;58;61;62;72;74;79
8005;4;5;6;9;15;19;20;22;25;28;30;37;46;50;56;63;66;67;76;77
8006;1;3;9;12;17;19;20;31;32;36;40;42;43;47;54;66;68;69;70;71
8007;1;2;3;4;5;20;26;31;37;47;55;59;60;62;67;68;69;70;71;75
8008;3;4;9;14;16;18;19;27;31;34;35;37;38;40;42;48;50;76;77;80
8009;1;7;8;17;18;19;30;32;33;43;44;47;48;49;61;62;65;67;74;75
8010;2;3;10;24;28;30;32;33;40;42;45;49;52;54;57;59;63;74;75;80
8011;5;6;11;15;19;21;22;27;33;34;47;52;57;60;61;63;64;66;70;78
8012;15;16;18;19;20;23;26;33;36;38;40;54;59;65;72;73;74;76;78;80
8013;1;2;3;9;10;21;27;30;40;43;44;47;51;56;60;68;71;73;76;79
8014;1;3;4;8;13;15;19;33;42;44;45;47;48;64;65;67;68;70;74;77
8015;1;3;4;5;6;9;13;22;24;25;34;38;40;46;49;52;56;62;77;79
8016;2;15;17;22;23;24;30;31;35;45;52;53;62;69;70;71;72;73;75;77
8017;1;3;4;5;7;21;22;25;27;28;39;40;41;48;49;58;66;70;72;77
8018;1;2;3;18;21;30;31;34;35;36;47;58;60;62;67;68;71;76;77;80
8019;1;6;7;9;17;19;24;26;39;41;43;45;46;58;60;69;71;72;73;79
8020;1;3;5;16;18;23;28;31;39;42;44;49;60;63;67;68;70;71;73;74
8021;1;6;12;16;19;20;25;29;35;44;49;50;58;67;71;72;73;75;78;79
8022;8;12;14;17;19;24;25;27;35;39;42;44;51;58;60;64;67;68;73;79
8023;4;5;7;10;11;17;18;19;21;22;25;31;34;36;39;41;52;54;73;78
8024;1;5;7;12;20;24;28;31;37;38;41;50;60;63;67;69;70;72;75;76
8025;1;13;16;19;23;27;30;31;33;37;41;43;48;49;50;51;58;61;71;76
8026;3;5;11;13;16;19;26;35;38;39;42;44;45;48;50;55;59;72;76;79
8027;2;7;8;16;21;24;32;33;34;36;39;41;42;44;49;56;60;61;70;72
8028;2;3;4;9;10;16;22;26;30;39;42;56;60;61;65;72;75;76;78;80
8029;6;7;15;17;18;21;23;26;27;38;40;43;45;49;55;57;67;69;73;80
